,source_sentence,target_sentence,similarity,baseline,similarity,proposal,similarity
3182, [CLS] red - haired female answers questions while sitting at a table for craft ##zine . [SEP], she answers questions while sitting at a table . [SEP],0.8267857432365417, a woman is sitting at a table . [SEP],0.837630033493042, a woman is sitting at a table . [SEP],0.837630033493042
3183, [CLS] a girl in a hat has some sort of insect on her finger . [SEP], the girl is in contact with an insect . [SEP],0.7152595520019531, a girl is a a . [SEP],0.5681753754615784, a girl is wearing a hat . [SEP],0.797289252281189
3184, [CLS] a group of children in costumes are on a stage with red curtains . [SEP], a group of children are on stage [SEP],0.719376266002655, a group of children are on a stage . [SEP],0.8874639272689819, children are on a stage . [SEP],0.7375319004058838
3185, [CLS] a cobb ##les ##tone street lined with houses and some pedestrians milling around . [SEP], humans are outside mean ##der ##ing around . [SEP],0.7197669148445129, a are is busy . [SEP],0.5737701058387756, a street is is . [SEP],0.5938606858253479
3186, [CLS] a skate ##board is grinding on a curb with his skate ##board . [SEP], the skate ##board is grinding . [SEP],0.8045638799667358, a skate ##board ##er is on a skate ##board . [SEP],0.7762466073036194, a skate ##board ##er is doing a trick . [SEP],0.836778998374939
3187, [CLS] a teenage girl in a crowd of people looking up at something . [SEP], there was a group of people present [SEP],0.7094196081161499, a girl is looking at something . [SEP],0.7880640625953674, a girl is looking at something . [SEP],0.7880640625953674
3188, [CLS] a young japanese couple holding an umbrella walking down a street . [SEP], the young asian couple are walking together . [SEP],0.8211033940315247, a couple couple is walking . [SEP],0.6884343028068542, a couple couple is walking . [SEP],0.6884343028068542
3189, [CLS] the players man ##ue ##ver for the soccer ball . [SEP], soccer players are trying to get the ball . [SEP],0.830059826374054, a man is playing a soccer . [SEP],0.7352171540260315, the man is playing a soccer ball . [SEP],0.7768917679786682
3190, [CLS] two dogs are looking through a rusty wire fence . [SEP], two dogs are in the yard . [SEP],0.8030646443367004, two dogs are looking at a fence . [SEP],0.9252235293388367, two dogs are looking at a fence . [SEP],0.9252235293388367
3191, [CLS] two dogs are looking through a rusty wire fence . [SEP], two dogs are outside . [SEP],0.7812002897262573, two dogs are looking at a fence . [SEP],0.9252235293388367, two dogs are looking at a fence . [SEP],0.9252235293388367
3192, [CLS] an elderly male is blowing air into an object . [SEP], an elderly male is blowing air in ##yt ##o an object [SEP],0.8342320919036865, an old man is in the air . [SEP],0.731306791305542, a man is is playing . [SEP],0.7089903354644775
3193, [CLS] a group of dogs stand in the snow . [SEP], there are animals outdoors . [SEP],0.6680784821510315, a group of dogs are in the snow . [SEP],0.9019755125045776, a group of dogs are outside . [SEP],0.8312878608703613
3194, [CLS] an atv rides over a vast sandy landscape . [SEP], the rider is outdoors . [SEP],0.5667142868041992, an atv is riding a . [SEP],0.6786459684371948, a atv is riding a [SEP],0.6755794286727905
3195, [CLS] large brown dog walking in shallow water . [SEP], a brown dog is walking outside [SEP],0.775978684425354, a brown dog is in the water . [SEP],0.7935934662818909, a dog is in water . [SEP],0.7702087163925171
3196, [CLS] large brown dog walking in shallow water . [SEP], an animal is in water [SEP],0.7084575891494751, a brown dog is in the water . [SEP],0.7935934662818909, a dog is in water . [SEP],0.7702087163925171
3197, [CLS] a boy jumps on the beach . [SEP], a boy jumps in the air . [SEP],0.8191813826560974, a boy is on the beach . [SEP],0.9104404449462891, a boy is on the beach . [SEP],0.9104404449462891
3198, [CLS] two dogs run across the woods . [SEP], the canine ##s run around in the forest . [SEP],0.8271933794021606, two dogs are running . [SEP],0.8561340570449829, two dogs are outside . [SEP],0.7875930666923523
3199, [CLS] two men talk outdoors . [SEP], there are men outside [SEP],0.6844854950904846, two men are talking . [SEP],0.8125805258750916, two men are talking . [SEP],0.8125805258750916
3200, [CLS] a man wearing a long brown robe is playing the guitar while another person is sitting at the drums and yet another is wearing a long gray robe and singing . [SEP], the robe is brown . [SEP],0.6385852694511414, a man is a guitar . [SEP],0.6647735834121704, a man is playing a . [SEP],0.6892361044883728
3201," [CLS] a young girl in a pink bikini jumps into the air on a sandy beach by the ocean , as two other children play in the sand . [SEP]", the girl in wearing a bathing suit . [SEP],0.7593519687652588, a girl jumps into the beach . [SEP],0.7630196809768677, a girl is jumping . [SEP],0.6674147844314575
3202, [CLS] a boy dressed for summer in a green shirt and ka ##h ##ki shorts extends food to a reindeer in a pet ##ting zoo . [SEP], a boy dressed for summer in a tight green shirt and ka ##h ##ki shorts [SEP],0.8625578880310059, a boy is a a . [SEP],0.6057782769203186, a boy is wearing a green shirt . [SEP],0.7466846108436584
3203, [CLS] a boy dressed for summer in a green shirt and ka ##h ##ki shorts extends food to a reindeer in a pet ##ting zoo . [SEP], a boy dressed for summer in a green shirt and ka ##h ##ki shorts [SEP],0.8767015933990479, a boy is a a . [SEP],0.6057782769203186, a boy is wearing a green shirt . [SEP],0.7466846108436584
3204, [CLS] a boy dressed for summer in a green shirt and ka ##h ##ki shorts extends food to a reindeer in a pet ##ting zoo . [SEP], a boy alien dressed for summer in a green shirt and ka ##h ##ki shorts [SEP],0.8744152188301086, a boy is a a . [SEP],0.6057782769203186, a boy is wearing a green shirt . [SEP],0.7466846108436584
3205," [CLS] a female bi ##cy ##cl ##ist wearing black , and having four number 9 ' s printed on her limbs on a bike . [SEP]", a woman riding a bike . [SEP],0.8076523542404175, a woman is riding a bike . [SEP],0.7875505089759827, a woman is riding a bike . [SEP],0.7875505089759827
3206," [CLS] while traveling , a woman in a black jacket is resting on the shoulder of a man in a black jacket . [SEP]", a woman rests on the shoulder of a man [SEP],0.8001986742019653, a man is a woman . [SEP],0.665829598903656, a woman is wearing a jacket . [SEP],0.7833268046379089
3207, [CLS] a woman wearing a blue and orange coat is sitting outside on a bench in front of a red background . [SEP], the woman wearing the coat is relaxing . [SEP],0.7406569123268127, a woman is sitting outside . [SEP],0.7202783226966858, a woman is sitting outside . [SEP],0.7202783226966858
3208, [CLS] one child in black is walking down a hill covered in white snow while 2 children are on their knees . [SEP]," there are three children in this picture , and they are all outside . [SEP]",0.8002918362617493, a children are outside . [SEP],0.7425690293312073, a child is walking down the snow . [SEP],0.8264628052711487
3209, [CLS] in this picture it appears that a man is falling off a bull while attempting to ride the animal . [SEP], a man falls from a bull [SEP],0.7608046531677246, a man is trying to catch a bull . [SEP],0.8592342734336853, a man falls off a bull . [SEP],0.8107914328575134
3210, [CLS] a caucasian woman stands with her back to the camera while completing a transaction at an atm machine . [SEP], the white woman is using an atm machine . [SEP],0.8166361451148987, a woman is standing a a machine . [SEP],0.7604200839996338, a woman is at a machine . [SEP],0.79339599609375
3211, [CLS] a snow ##board ##er dressed in yellow snow pants and a helmet catches some air on fresh powder . [SEP], a snow ##board ##er is dressed up . [SEP],0.8268412947654724, a snow ##board ##er is a helmet . [SEP],0.7205359935760498, a snow ##board ##er is wearing a . [SEP],0.7736484408378601
3212, [CLS] a snow ##board ##er dressed in yellow snow pants and a helmet catches some air on fresh powder . [SEP], a snow ##board ##er is going snow ##boarding [SEP],0.7376106977462769, a snow ##board ##er is a helmet . [SEP],0.7205359935760498, a snow ##board ##er is wearing a . [SEP],0.7736484408378601
3213, [CLS] a man in a red head ##band an shirt is standing in front of a display case . [SEP], man standing in front of case [SEP],0.6688860654830933, a man is standing in front of a store . [SEP],0.834341824054718, a man is standing in front of a display . [SEP],0.8916403651237488
3214, [CLS] a man in a red head ##band an shirt is standing in front of a display case . [SEP], man has a shirt on [SEP],0.6968016028404236, a man is standing in front of a store . [SEP],0.834341824054718, a man is standing in front of a display . [SEP],0.8916403651237488
3215, [CLS] a man sitting on an elephant with a riding seat is talking to a female tourist . [SEP], a person riding a large animal . [SEP],0.8067675828933716, a man is sitting on a [SEP],0.821527898311615, a man is sitting on a . [SEP],0.7639287114143372
3216, [CLS] three people hiking up a mountain with a river and other mountains in the background . [SEP], hike ##rs in the mountains . [SEP],0.7775644063949585, three people are hiking . [SEP],0.7486550807952881, three people are hiking . [SEP],0.7486550807952881
3217, [CLS] a young woman is about to descend the stairs into a metro station . [SEP], a young lady is outside the train station [SEP],0.783065915107727, a woman is going to the stairs . [SEP],0.7310999035835266, a woman is going to the the . [SEP],0.6757174134254456
3218, [CLS] a person in a green robe sits on a couch with a blanket . [SEP], a person in a robe sits on a couch [SEP],0.8879259824752808, a person is sitting on a couch . [SEP],0.8414492607116699, a person is sitting on a couch . [SEP],0.8414492607116699
3219, [CLS] a girl sits at a table in front of a plate of food . [SEP], the girl is near food . [SEP],0.6636249423027039, a girl is sitting . [SEP],0.6587511897087097, a girl is sitting . [SEP],0.6587511897087097
3220, [CLS] boy sitting looking through a glass window at a train station . [SEP], a boy is sitting at a train station . [SEP],0.8539993166923523, a boy is looking at a window . [SEP],0.8281771540641785, a boy is sitting a window . [SEP],0.7931579351425171
3221, [CLS] a road worker is holding a stop sign to direct traffic . [SEP], traffic is being directed by a road worker . [SEP],0.8094693422317505, a worker is holding a sign . [SEP],0.8102672696113586, a worker is holding a sign . [SEP],0.8102672696113586
3222, [CLS] little girl is flipping an om ##ele ##t in the kitchen . [SEP], a young girl flip ##s an om ##ele ##t . [SEP],0.8725707530975342, a girl is in the kitchen . [SEP],0.8272289037704468, a girl is in a kitchen . [SEP],0.7871943116188049
3223, [CLS] a crowd is standing and cheering at a football game . [SEP], the crowd cheers . [SEP],0.6630014777183533, a crowd is at a football game . [SEP],0.8863816857337952, a crowd is at a football game . [SEP],0.8863816857337952
3224, [CLS] a dog with a collar on lying on the street . [SEP], there is an animal outdoors . [SEP],0.6443167328834534, a dog is on the street . [SEP],0.8422167301177979, a dog is outside . [SEP],0.7403939366340637
3225, [CLS] a shirt booth with a man printing a shirt . [SEP], the man is printing a shirt . [SEP],0.8823102116584778, a man is a a shirt . [SEP],0.7358937859535217, a man is wearing a shirt . [SEP],0.7867156863212585
3226, [CLS] a man painting a sign onto his food cart . [SEP], a man is working on a cart . [SEP],0.8279458284378052, a man is a a sign . [SEP],0.657835841178894, a man is painting a [SEP],0.7195850610733032
3227, [CLS] a young man does tricks on his skate ##board . [SEP], a youth engages in athletic ##ism . [SEP],0.6351485252380371, a man is skate ##boarding . [SEP],0.7827121615409851, a man is doing tricks . [SEP],0.7027050256729126
3228, [CLS] child getting ready to go down a slide . [SEP], the child is at the top of the slide . [SEP],0.8248279094696045, a child is going to go down a slide . [SEP],0.917108952999115, a child is ready to go down a slide . [SEP],0.9428170919418335
3229, [CLS] a boy posing on the soccer field . [SEP], the boy is on the field . [SEP],0.7853150963783264, a boy is posing . [SEP],0.7116223573684692, a boy is posing . [SEP],0.7116223573684692
3230, [CLS] a dog jumping over a beam [SEP], an animal is jumping . [SEP],0.6283926367759705, a dog is jumping . [SEP],0.7219834923744202, a dog is jumping over a [SEP],0.8387017846107483
3231, [CLS] a woman wearing sunglasses . [SEP], a woman is wearing a pair of sunglasses . [SEP],0.7989640831947327, a woman is sunglasses . [SEP],0.7085537910461426, a woman is wearing sunglasses . [SEP],0.7954023480415344
3232," [CLS] by a table with several boxes and two coffee cups on it , a woman in a green sweater is opening a small box and another person ( whose head can not be seen ) is operating a small handheld electronic device . [SEP]", a woman in green opening a box while a half concealed man manipulate ##s a handheld device . [SEP],0.8784411549568176, a woman is a a . [SEP],0.5643932223320007, a woman is working with a . [SEP],0.6496272087097168
3233, [CLS] a girl with a blue shirt and a girl with a striped shirt stand next to a girl with a green shirt sitting in a chair . [SEP], two girls are standing next to a girl who is sitting . [SEP],0.8742125034332275, a girl is next to a girl . [SEP],0.809078574180603, two girls are next to a girl . [SEP],0.8041988611221313
3234, [CLS] an officer in a black uniform and hat stands to the left of a large structure with other officers in the background . [SEP], a group of officers are standing . [SEP],0.7560409903526306, a man is wearing a uniform . [SEP],0.746501624584198, a officer is wearing a black uniform . [SEP],0.7695992588996887
3235, [CLS] a man is standing in front of a temple while wearing a red hat and red shirt . [SEP], the man is outside . [SEP],0.6934216618537903, a man is standing in front of a . [SEP],0.8265446424484253, a man is standing in front of a building . [SEP],0.8749414086341858
3236, [CLS] a woman roller ##bla ##der with knee and elbow pads and a helmet jumping into the air . [SEP], the woman is jumping [SEP],0.6573760509490967, a woman is roller ##bla ##ding . [SEP],0.7789830565452576, a woman is roller ##bla ##ding . [SEP],0.7789830565452576
3237, [CLS] a barber in a sports themed barber shop waits for his next customer to arrive . [SEP], a barber waits for business . [SEP],0.7611743807792664, a barber is waiting for his . [SEP],0.7042086720466614, a barber barber waits for his customer . [SEP],0.8427441716194153
3238, [CLS] the man in black is flying off the full in front of a red fence . [SEP], the man is next to the fence . [SEP],0.8268782496452332, a man is in front of a fence . [SEP],0.8542440533638, a man is in black is in the air . [SEP],0.8185998201370239
3239, [CLS] a baseball player in the act of pick up a baseball with his hand . [SEP], a baseball player playing in a game . [SEP],0.8280845880508423, a baseball player is a baseball . [SEP],0.7047333121299744, a baseball player is a baseball . [SEP],0.7047333121299744
3240, [CLS] a person wearing a blue backpack stands on a field above a scenic view . [SEP], the person is outdoors . [SEP],0.6832733154296875, a person is standing a a . [SEP],0.6641690135002136, a person is standing outside . [SEP],0.7471383213996887
3241, [CLS] a group of girls in black and white spotted skirts cross a street . [SEP], a group of girls are outside . [SEP],0.8092806935310364, a group of girls are crossing . [SEP],0.8006945252418518, a group of girls are crossing the street . [SEP],0.8716706037521362
3242, [CLS] a group of young men in a gym take turns scoring in basketball . [SEP], guys are indoors . [SEP],0.5434556603431702, a group of young men are playing basketball . [SEP],0.8226728439331055, a group of young men are playing a game . [SEP],0.8523168563842773
3243, [CLS] a young man sitting under a tree while others walk down the street . [SEP], a young man is sitting down . [SEP],0.7088602781295776, a man is sitting under a tree . [SEP],0.8436176776885986, a young man is sitting under a tree . [SEP],0.821678876876831
3244, [CLS] a black and white dog jumps up and down in the snow . [SEP], a dog plays in the winter . [SEP],0.7078033089637756, a dog is in the snow . [SEP],0.7816097736358643, a dog is outside . [SEP],0.6742202043533325
3245, [CLS] two people using a water buffalo to cult ##ivate a watery field . [SEP], two people are outside with animals . [SEP],0.7364238500595093, two people are a field . [SEP],0.7154091596603394, two people are outside . [SEP],0.6012787222862244
3246, [CLS] two people using a water buffalo to cult ##ivate a watery field . [SEP], a couple is farming with their pet buffalo . [SEP],0.7482578158378601, two people are a field . [SEP],0.7154091596603394, two people are outside . [SEP],0.6012787222862244
3247, [CLS] a boy stands in the middle of a crowd of teenagers . [SEP], a person stands in the middle of a crowd of teenagers . [SEP],0.9185786843299866, a boy is in a crowd . [SEP],0.8339735865592957, a boy is in a of a group of teenagers . [SEP],0.799738347530365
3248, [CLS] a dog is pulling a red sl ##ed across the snow . [SEP], a dog is pulling a sl ##ed . [SEP],0.9214511513710022, a dog is sl ##ed . [SEP],0.6895721554756165, a dog is pulling a sl ##ed . [SEP],0.9214511513710022
3249, [CLS] many people on the beach holding a very large net . [SEP]," there are many people in this picture , and they are all outside . [SEP]",0.7857005000114441, people are on the beach . [SEP],0.7903425097465515, people are on the beach . [SEP],0.7903425097465515
3250, [CLS] a group of people are walking down a busy street . [SEP], there are people walking . [SEP],0.7747356295585632, a group of people are walking down . [SEP],0.8647345900535583, a group of people are walking . [SEP],0.8606966733932495
3251, [CLS] two women stand in a kitchen and wipe down tray ##s [SEP], two women stand in a kitchen . [SEP],0.9042059183120728, two women are in a kitchen . [SEP],0.881172239780426, two women are in a kitchen . [SEP],0.881172239780426
3252, [CLS] two women stand in a kitchen and wipe down tray ##s [SEP], two women are doing dishes . [SEP],0.8255396485328674, two women are in a kitchen . [SEP],0.881172239780426, two women are in a kitchen . [SEP],0.881172239780426
3253, [CLS] a man and his camel in the dusty desert . [SEP], a man and his camel [SEP],0.7886132001876831, a man is his camel . [SEP],0.6909318566322327, a man and his camel are in the desert . [SEP],0.8818690776824951
3254, [CLS] a man in suit waiting for the green light . [SEP], a man waits at a red light . [SEP],0.8093605637550354, a man is wearing a suit . [SEP],0.7739316821098328, a man is waiting for the light . [SEP],0.7918587923049927
3255, [CLS] a half dressed man is sleeping on the sidewalk . [SEP], a man is asleep [SEP],0.7358304262161255, a man is sleeping . [SEP],0.820524275302887, a man is sleeping . [SEP],0.820524275302887
3256, [CLS] the small dog is running across the lawn . [SEP], a mammal is running through the yard . [SEP],0.8813456296920776, a dog is running . [SEP],0.813132107257843, a dog is outside . [SEP],0.8097500801086426
3257, [CLS] a bird is perched on a tree branch . [SEP], a bird is perch ##ing in a tree . [SEP],0.875146746635437, a bird is on a tree . [SEP],0.865818202495575, a bird is outside . [SEP],0.7073768973350525
3258, [CLS] a child stuck up in a tree . [SEP], a tree has a child stuck up in it . [SEP],0.8420557975769043, a child is in a tree . [SEP],0.8485894203186035, a child is outside . [SEP],0.698606550693512
3259, [CLS] 3 people are shopping in a market . [SEP], there are people at a market . [SEP],0.8940999507904053, people are shopping . [SEP],0.7279964685440063, there are people shopping . [SEP],0.8074048757553101
3260, [CLS] a young boy in suspend ##ers . [SEP], the boy has suspend ##ers attached to his pants . [SEP],0.8147415518760681, a young boy is wearing a . [SEP],0.7937490940093994, a boy is in a . [SEP],0.7375636100769043
3261, [CLS] a woman holding a newborn baby . [SEP], woman holds baby [SEP],0.6058099269866943, a woman is holding a baby . [SEP],0.834477961063385, a woman is holding a baby . [SEP],0.834477961063385
3262, [CLS] a woman holding a newborn baby . [SEP], woman holds her new baby [SEP],0.6944657564163208, a woman is holding a baby . [SEP],0.834477961063385, a woman is holding a baby . [SEP],0.834477961063385
3263, [CLS] swimming in the wide blue ocean . [SEP], some is staying afl ##oat and moving in water . [SEP],0.7108491659164429, the is is in the ocean . [SEP],0.739745557308197, the is a swimming in the ocean . [SEP],0.8014930486679077
3264, [CLS] a young girl in a black leo ##tar ##d swinging on the lower wrong of a pair of parallel bars in a gym while a young man spots her . [SEP], the young girl is wearing a black leo ##tar ##d [SEP],0.8005509972572327, a young girl is a a . [SEP],0.6403111219406128, a girl is swinging on the ground . [SEP],0.756145715713501
3265," [CLS] a group walking in the middle of a walkway with a green divide ##r , and a woman is walking by herself off to the right . [SEP]", the woman is walking away from the group . [SEP],0.781209409236908, a group of people are walking . [SEP],0.8063693046569824, a woman is walking . [SEP],0.7668688297271729
3266, [CLS] a short - haired man in a dark camouflage jacket plays the saxophone on a street corner while people look on in the background . [SEP], a man plays a saxophone [SEP],0.6255204677581787, a man is playing a . [SEP],0.5750920176506042, a man is playing the street . [SEP],0.7376312613487244
3267," [CLS] a group of people , including one man carrying a silver trip ##od , stand in front of a large building featuring numerous columns . [SEP]", people are standing . [SEP],0.6098144054412842, a group of people are a a . [SEP],0.5920921564102173, a group of people are a a . [SEP],0.5920921564102173
3268, [CLS] a man is in front of a dry ##er in a lau ##nd ##rom ##at with both hands reaching into a bin or basket . [SEP], a man reaches into his laundry basket at the lau ##nd ##rom ##at [SEP],0.8475685119628906, a man is in a laundry . [SEP],0.8103265166282654, a man is in a laundry . [SEP],0.8103265166282654
3269, [CLS] a man is in front of a dry ##er in a lau ##nd ##rom ##at with both hands reaching into a bin or basket . [SEP], a man reaches into a basket at a lau ##nd ##rom ##at [SEP],0.894723653793335, a man is in a laundry . [SEP],0.8103265166282654, a man is in a laundry . [SEP],0.8103265166282654
3270, [CLS] a man in a black t - shirt and jeans in standing on the sidewalk looking at the camera as people walk by . [SEP], there is a man in black outside on a busy sidewalk . [SEP],0.836533784866333, a man is standing on the sidewalk . [SEP],0.8064867854118347, a man is wearing a black shirt . [SEP],0.8103344440460205
3271, [CLS] man bald ##ing with a mustache and semi beard standing wearing a psychedelic button shirt playing the guitar as he sings . [SEP], the man knows how to play the guitar . [SEP],0.6372714638710022, a man is playing a . [SEP],0.6375517845153809, a man is playing a instrument . [SEP],0.7680491805076599
3272, [CLS] a city street with market vendors and children being pushed in stroll ##ers with a large cathedral in the background . [SEP], the stroll ##ers are moving . [SEP],0.7513574361801147, a are many people in . [SEP],0.6040689945220947, a are many people in the . [SEP],0.5967366695404053
3273, [CLS] two women are tending to their herd of animals including cows and goats near a building made primarily of stone . [SEP], the two women are taking care of a herd of animals [SEP],0.9005624651908875, two women are near a animals . [SEP],0.8121276497840881, two women are near animals . [SEP],0.7934250831604004
3274, [CLS] a man is holding an accordion while leaning against a brown fence that overlook ##s some water . [SEP], a man leans against a fence [SEP],0.8488061428070068, a man is holding a . [SEP],0.7519458532333374, a man is holding an animal . [SEP],0.8400353193283081
3275, [CLS] two young children wearing wool caps and mit ##ten covering their mouths while whispering to each other . [SEP], two young children are whispering to each other . [SEP],0.8492061495780945, two children are wearing guns . [SEP],0.7648088335990906, two children are wearing . [SEP],0.7411787509918213
3276, [CLS] children play in the sand surrounded by a sand structure with a lot of window like openings . [SEP], the children are playing in the sand . [SEP],0.8379502296447754, children are playing in the sand . [SEP],0.8299239873886108, children are playing in sand . [SEP],0.814406156539917
3277, [CLS] four small children playing in the courtyard of a large building made out of clay or sand . [SEP], four children are outdoors playing . [SEP],0.7470888495445251, four children are playing in the courtyard . [SEP],0.8101296424865723, four children are playing outside . [SEP],0.7646816968917847
3278, [CLS] the coaching official and football player are talking in front a crowd and other team members . [SEP], people talking [SEP],0.5909463167190552, a football player is talking to a crowd . [SEP],0.864538311958313, the football is is talking . [SEP],0.7959210276603699
3279, [CLS] a large man is sitting in front of a fountain statue while talking on a phone . [SEP], the man is talking to someone . [SEP],0.7977589964866638, a man is sitting a a cafe . [SEP],0.7480034232139587, a man is sitting outside . [SEP],0.7626240253448486
3280, [CLS] a girl wearing black is riding a giant un ##ic ##y ##cle on the beach . [SEP], the girl has clothes on [SEP],0.6700966954231262, a girl is riding a un ##ic ##y ##cle . [SEP],0.8737928867340088, a girl is riding a un ##ic ##y ##cle . [SEP],0.8737928867340088
3281, [CLS] a man walks into a transportation station and two officers in neon jackets stand guard . [SEP], this is a transportation station [SEP],0.5970147252082825, a man is walking to a . [SEP],0.7501201033592224, a man is walking a a station . [SEP],0.7981386780738831
3282, [CLS] a black man in white shorts and a white man in black shorts boxing . [SEP], two men boxing . [SEP],0.5953083634376526, two men are wearing white . [SEP],0.7721760272979736, a man is wearing shorts . [SEP],0.7817873358726501
3283, [CLS] a group of asian men are sitting or standing around a small square table . [SEP], some men are gathered around a table . [SEP],0.9111701846122742, a group of men are sitting around a table . [SEP],0.9360107183456421, a group of men are sitting around a small table . [SEP],0.9510596990585327
3284, [CLS] a black and brown dog is jumping on blocks of concrete in the water . [SEP], the dog is jumping . [SEP],0.7094646096229553, a dog is jumping . [SEP],0.7322539687156677, a dog is jumping . [SEP],0.7322539687156677
3285, [CLS] several women in heads ##car ##ves are standing in a cobb ##led courtyard . [SEP], women wearing heads ##car ##ves stand in a cobb ##led courtyard . [SEP],0.9368583559989929, several women are standing in a courtyard . [SEP],0.8897286653518677, women women are standing in a [SEP],0.7481188178062439
3286, [CLS] a young male wearing a white shirt with a character outlined very darkly . [SEP], a young male in a white shirt . [SEP],0.8816612958908081, a man is wearing a . [SEP],0.7494925856590271, a young man is wearing a shirt . [SEP],0.8234107494354248
3287, [CLS] a man squat ##ting in a park looking at something in the distance . [SEP], a man sees something while in a park . [SEP],0.8045579791069031, a man is looking at something in the park . [SEP],0.847720742225647, a man is looking at something . [SEP],0.7525486946105957
3288, [CLS] a man is eating food next to a child on a bench . [SEP], man eating on a bench near a child . [SEP],0.8798419833183289, a man is eating food . [SEP],0.7925391793251038, a man is eating food . [SEP],0.7925391793251038
3289, [CLS] a snow ##board ##er with a maroon coat sails through the air . [SEP], a person is snow ##boarding . [SEP],0.6489852070808411, a snow ##board ##er is a a . [SEP],0.552818775177002, a snow ##board ##er is a a . [SEP],0.552818775177002
3290, [CLS] two humans looking out in the distance from a hill . [SEP], two people are outdoors . [SEP],0.6104734539985657, two people look out in the distance . [SEP],0.8305147290229797, two people are looking out . [SEP],0.7297250032424927
3291, [CLS] a large african american man sitting on a camping chair . [SEP], the large black man is relaxing in the chair [SEP],0.8038557767868042, a man is sitting . [SEP],0.7263816595077515, a man is sitting on a chair . [SEP],0.8211334943771362
3292, [CLS] eight tourists stand at a railing looking at an attraction . [SEP], the attraction drew the attention of the tourists [SEP],0.6371287107467651, people are at a railing . [SEP],0.7745568156242371, people are at an airport . [SEP],0.6471502184867859
3293, [CLS] people stand along a train track and take pictures . [SEP], some people with cameras are standing on a train track . [SEP],0.9024002552032471, people are are on a train . [SEP],0.7269537448883057, people are on a train . [SEP],0.7273731231689453
3294, [CLS] a man holds two children in his arms . [SEP], three humans together . [SEP],0.5798688530921936, a man is holding two children . [SEP],0.7745414972305298, a man holds his children . [SEP],0.7745938897132874
3295, [CLS] little boy peering into a glass display case . [SEP], a boy looks in a case [SEP],0.7488030195236206, a boy is looking into a . [SEP],0.7314409613609314, a boy is looking at a . [SEP],0.7001740336418152
3296," [CLS] a woman in a white br ##idal dress and ruby red shoes , carrying a white umbrella , stands atop a platform while handing a bro ##chu ##re to a middle - aged female pass ##er ##by . [SEP]", the woman is handing out information [SEP],0.6905942559242249, a woman is a white dress . [SEP],0.695273220539093, a woman is wearing a dress . [SEP],0.7251092195510864
3297," [CLS] a man wearing black pants , an orange and brown striped shirt , and a black banda ##nna in a ` ` just thrown a bowling ball ' ' stance . [SEP]", there is a black banda ##na . [SEP],0.7063880562782288, a man is a a ball . [SEP],0.6192236542701721, a man is wearing black . [SEP],0.7253615260124207
3298, [CLS] a man with a half mask over his face is holding a toy helicopter in his left hand and a controller in is his right hand . [SEP], a person is holding two objects . [SEP],0.6917257308959961, a man is a a . [SEP],0.537277340888977, a man is holding a . [SEP],0.7161690592765808
3299, [CLS] a young man dressed up with a yellow tie jumps against a wall and one foot is left against the wall to push away . [SEP], the young man is jumping against a wall . [SEP],0.8382554650306702, a young man is wearing a helmet . [SEP],0.7648681402206421, a man is jumping a [SEP],0.7146133184432983
3300," [CLS] there ' s a woman in a pink and gray striped outfit standing with five children , three of which are making faces . [SEP]", the woman is standing [SEP],0.6655287742614746, a woman is standing with children . [SEP],0.7907436490058899, a woman is wearing a . [SEP],0.6629102826118469
3301, [CLS] two ladies one with her fingers in her pocket and the other with a drink in her hand at a party . [SEP], two people are at a party . [SEP],0.6990590691566467, two women are in a party . [SEP],0.7086395025253296, two women are talking . [SEP],0.6276786923408508
3302, [CLS] two ladies one with her fingers in her pocket and the other with a drink in her hand at a party . [SEP], some people are doing something . [SEP],0.5901269912719727, two women are in a party . [SEP],0.7086395025253296, two women are talking . [SEP],0.6276786923408508
3303, [CLS] an african - american male youth is riding a green bicycle while other people are looking at pictures on a board . [SEP], a boy is riding his bike outside . [SEP],0.7996966242790222, a man is riding a bike . [SEP],0.8323825597763062, a man is a bicycle . [SEP],0.6445245146751404
3304, [CLS] a man dressed in a red shirt and black tie stands up at a wedding reception to make a speech . [SEP], a guy in a red top and tie makes a speech [SEP],0.8485329151153564, a man is a a to a a . [SEP],0.5398410558700562, a man is wearing a red shirt . [SEP],0.7397209405899048
3305, [CLS] a man wearing a white shirt and blue jeans as well as a mask over his mouth stokes a fire . [SEP], a guy wearing a shirt and pants and a banda ##nna over his mouth starts a blaze going . [SEP],0.8662017583847046, a man is wearing a . [SEP],0.6906137466430664, a man is wearing a white . [SEP],0.7443820834159851
3306, [CLS] a woman wearing a purple with black polka - dot hood ##ie is resting on a bench in the sunlight . [SEP], a woman rests on a bench in the day [SEP],0.6628320813179016, a woman is on a bench . [SEP],0.7593979835510254, a woman is sitting on a bench . [SEP],0.7756054997444153
3307," [CLS] two boys , surrounded by paper pieces , hold a third boys shirt to prevent him from grabbing a bag . [SEP]", two boys have paper and another boy is grabbing a bag . [SEP],0.8656653761863708, two boys are near a bag . [SEP],0.8413166403770447, two boys are near a bag . [SEP],0.8413166403770447
3308, [CLS] a woman wearing a black dress and green sweater is walking down the street looking at her cell ##phone . [SEP], a woman is holding her cell phone . [SEP],0.7872536778450012, a woman is walking down the street . [SEP],0.8137196898460388, a woman is wearing a dress . [SEP],0.742637574672699
